,n_components,alpha,reconstruction error,log_alpha
153,7,0.1,0.6240922054882869,-2.3025850929940455
154,8,0.1,0.3680055923669874,-2.3025850929940455
155,8,0.1,0.43609490242175136,-2.3025850929940455
156,8,0.1,0.44419008692814227,-2.3025850929940455
157,8,0.1,0.41838330341367996,-2.3025850929940455
158,8,0.1,0.35793847344747126,-2.3025850929940455
159,8,0.1,0.5143110303074471,-2.3025850929940455
160,8,0.1,0.5549939218672435,-2.3025850929940455
161,8,0.1,0.48351807747645714,-2.3025850929940455
162,8,0.1,0.47614059829570804,-2.3025850929940455
163,8,0.1,0.4463259174945066,-2.3025850929940455
164,8,0.1,0.4286193595645621,-2.3025850929940455
165,8,0.1,0.4771214562802727,-2.3025850929940455
166,8,0.1,0.4262296345760638,-2.3025850929940455
167,8,0.1,0.42249803313549705,-2.3025850929940455
168,8,0.1,0.4962491456718997,-2.3025850929940455
169,8,0.1,0.4999263105121464,-2.3025850929940455
170,8,0.1,0.3711378715987896,-2.3025850929940455
171,8,0.1,0.3204208928728344,-2.3025850929940455
172,8,0.1,0.5101687899538084,-2.3025850929940455
173,8,0.1,0.4692404796967209,-2.3025850929940455
174,8,0.1,0.49756419877623714,-2.3025850929940455
175,8,0.1,0.6183790581234561,-2.3025850929940455
176,9,0.1,0.33980235247751284,-2.3025850929940455
177,9,0.1,0.42671600746883265,-2.3025850929940455
178,9,0.1,0.41388234300827376,-2.3025850929940455
179,9,0.1,0.41282555834646506,-2.3025850929940455
180,9,0.1,0.3468668119245711,-2.3025850929940455
181,9,0.1,0.509546475989675,-2.3025850929940455
182,9,0.1,0.5107418664376756,-2.3025850929940455
183,9,0.1,0.39688258423135364,-2.3025850929940455
184,9,0.1,0.43095458616498156,-2.3025850929940455
185,9,0.1,0.44843596196493524,-2.3025850929940455
186,9,0.1,0.4279194516465453,-2.3025850929940455
187,9,0.1,0.4330093287654228,-2.3025850929940455
188,9,0.1,0.3646582109131526,-2.3025850929940455
189,9,0.1,0.368946299410322,-2.3025850929940455
190,9,0.1,0.430343142930786,-2.3025850929940455
191,9,0.1,0.49383979585058024,-2.3025850929940455
192,9,0.1,0.3475454316202392,-2.3025850929940455
193,9,0.1,0.3150944544547016,-2.3025850929940455
194,9,0.1,0.50632502538771,-2.3025850929940455
195,9,0.1,0.4698087936738882,-2.3025850929940455
196,9,0.1,0.4995203230871589,-2.3025850929940455
197,9,0.1,0.5880496199373832,-2.3025850929940455
198,10,0.1,0.33229102606264405,-2.3025850929940455
199,10,0.1,0.4272908314414378,-2.3025850929940455
200,10,0.1,0.4043500961126524,-2.3025850929940455
201,10,0.1,0.3900907601649239,-2.3025850929940455
202,10,0.1,0.3437982147766637,-2.3025850929940455
203,10,0.1,0.4991540056716257,-2.3025850929940455
204,10,0.1,0.5124859377236641,-2.3025850929940455
205,10,0.1,0.37068500715641606,-2.3025850929940455
206,10,0.1,0.4465464664348016,-2.3025850929940455
207,10,0.1,0.38332888619674926,-2.3025850929940455
208,10,0.1,0.41924422985802,-2.3025850929940455
209,10,0.1,0.4294456725129192,-2.3025850929940455
210,10,0.1,0.3679114363351068,-2.3025850929940455
211,10,0.1,0.36725721901466873,-2.3025850929940455
212,10,0.1,0.42616873673736966,-2.3025850929940455
213,10,0.1,0.4362091517625672,-2.3025850929940455
214,10,0.1,0.2993397947608467,-2.3025850929940455
215,10,0.1,0.3164281690144026,-2.3025850929940455
216,10,0.1,0.5019127311966579,-2.3025850929940455
217,10,0.1,0.4540044846350674,-2.3025850929940455
218,10,0.1,0.48306017770052173,-2.3025850929940455
219,10,0.1,0.5877006805446349,-2.3025850929940455
220,11,0.1,0.3079142106806013,-2.3025850929940455
221,11,0.1,0.40322188759141436,-2.3025850929940455
222,11,0.1,0.38505002710725017,-2.3025850929940455
223,11,0.1,0.305646201597203,-2.3025850929940455
224,11,0.1,0.2865431462613075,-2.3025850929940455
225,11,0.1,0.48692474798275764,-2.3025850929940455
226,11,0.1,0.3383086460687814,-2.3025850929940455
227,11,0.1,0.3531820499650064,-2.3025850929940455
228,11,0.1,0.40430752905821404,-2.3025850929940455
229,11,0.1,0.3604038108930647,-2.3025850929940455
230,11,0.1,0.396331062043385,-2.3025850929940455
231,11,0.1,0.3925825597534675,-2.3025850929940455
232,11,0.1,0.3059216220099451,-2.3025850929940455
233,11,0.1,0.35932048668917727,-2.3025850929940455
234,11,0.1,0.3831682525724386,-2.3025850929940455
235,11,0.1,0.4105071475248391,-2.3025850929940455
236,11,0.1,0.28713765511378697,-2.3025850929940455
237,11,0.1,0.31074142456254394,-2.3025850929940455
238,11,0.1,0.48135353664291614,-2.3025850929940455
239,11,0.1,0.3390325010611227,-2.3025850929940455
240,11,0.1,0.4756229789822813,-2.3025850929940455
241,11,0.1,0.5576137250764427,-2.3025850929940455
242,12,0.1,0.2317262921532945,-2.3025850929940455
243,12,0.1,0.31809699747281184,-2.3025850929940455
244,12,0.1,0.30511453513074993,-2.3025850929940455
245,12,0.1,0.2313971296426971,-2.3025850929940455
246,12,0.1,0.25369321111923104,-2.3025850929940455
247,12,0.1,0.40849600808302805,-2.3025850929940455
248,12,0.1,0.28841813016710666,-2.3025850929940455
249,12,0.1,0.31580879445367405,-2.3025850929940455
250,12,0.1,0.25311366839470467,-2.3025850929940455
251,12,0.1,0.3429969488388069,-2.3025850929940455
252,12,0.1,0.3971637838180957,-2.3025850929940455
253,12,0.1,0.3207022159446343,-2.3025850929940455
254,12,0.1,0.25954289952611403,-2.3025850929940455
255,12,0.1,0.29251445836561896,-2.3025850929940455
256,12,0.1,0.3043965457509633,-2.3025850929940455
257,12,0.1,0.31804014567739836,-2.3025850929940455
258,12,0.1,0.27670530351267136,-2.3025850929940455
259,12,0.1,0.28534997296748515,-2.3025850929940455
260,12,0.1,0.38811997924693725,-2.3025850929940455
261,12,0.1,0.32686000735594434,-2.3025850929940455
262,12,0.1,0.2911975470097818,-2.3025850929940455
263,12,0.1,0.3886857920601599,-2.3025850929940455
264,13,0.1,0.2238476813887402,-2.3025850929940455
265,13,0.1,0.3145362876344386,-2.3025850929940455
266,13,0.1,0.2553847254685646,-2.3025850929940455
267,13,0.1,0.23233333034624049,-2.3025850929940455
268,13,0.1,0.21921903957996586,-2.3025850929940455
269,13,0.1,0.3754078625269364,-2.3025850929940455
270,13,0.1,0.27014218062662054,-2.3025850929940455
271,13,0.1,0.2764285027243172,-2.3025850929940455
272,13,0.1,0.2446539375918248,-2.3025850929940455
273,13,0.1,0.3313386926321987,-2.3025850929940455
274,13,0.1,0.3590331496884977,-2.3025850929940455
275,13,0.1,0.2874654749400399,-2.3025850929940455
276,13,0.1,0.26092659173520916,-2.3025850929940455
277,13,0.1,0.28970661005287757,-2.3025850929940455
278,13,0.1,0.29951209552103364,-2.3025850929940455
279,13,0.1,0.2924614009684805,-2.3025850929940455
280,13,0.1,0.26354443955980544,-2.3025850929940455
281,13,0.1,0.27894654725370427,-2.3025850929940455
282,13,0.1,0.2972555673396832,-2.3025850929940455
283,13,0.1,0.319824165773549,-2.3025850929940455
284,13,0.1,0.2759168578323163,-2.3025850929940455
285,13,0.1,0.33177951432495917,-2.3025850929940455
286,14,0.1,0.2180370196839813,-2.3025850929940455
287,14,0.1,0.3148587345012107,-2.3025850929940455
288,14,0.1,0.2541390791554822,-2.3025850929940455
289,14,0.1,0.22497167867261653,-2.3025850929940455
290,14,0.1,0.21217381967458843,-2.3025850929940455
291,14,0.1,0.3450531405386894,-2.3025850929940455
292,14,0.1,0.2674856855100418,-2.3025850929940455
293,14,0.1,0.27780776822383657,-2.3025850929940455
294,14,0.1,0.24079936084772718,-2.3025850929940455
295,14,0.1,0.31382480266626117,-2.3025850929940455
296,14,0.1,0.3463423453629469,-2.3025850929940455
297,14,0.1,0.2665478027759917,-2.3025850929940455
298,14,0.1,0.255015802634201,-2.3025850929940455
299,14,0.1,0.2717547841459862,-2.3025850929940455
300,14,0.1,0.299934129668874,-2.3025850929940455
301,14,0.1,0.26820331436998446,-2.3025850929940455
302,14,0.1,0.25417678054027515,-2.3025850929940455
303,14,0.1,0.2734515156857856,-2.3025850929940455
304,14,0.1,0.2950122712642668,-2.3025850929940455
305,14,0.1,0.3064240155588023,-2.3025850929940455
306,14,0.1,0.2785644954815821,-2.3025850929940455
307,14,0.1,0.2967687937345601,-2.3025850929940455
308,15,0.1,0.21321695111211592,-2.3025850929940455
309,15,0.1,0.3151775845003078,-2.3025850929940455
310,15,0.1,0.2582161678154839,-2.3025850929940455
311,15,0.1,0.22038384134026148,-2.3025850929940455
312,15,0.1,0.20891079809041246,-2.3025850929940455
313,15,0.1,0.33022945570226087,-2.3025850929940455
314,15,0.1,0.26411145558831545,-2.3025850929940455
315,15,0.1,0.2788878021925596,-2.3025850929940455
316,15,0.1,0.24181099523353775,-2.3025850929940455
317,15,0.1,0.310397489086743,-2.3025850929940455
318,15,0.1,0.3217278137407083,-2.3025850929940455
319,15,0.1,0.2671001500099533,-2.3025850929940455
320,15,0.1,0.2522939927277472,-2.3025850929940455
321,15,0.1,0.24787241289912884,-2.3025850929940455
322,15,0.1,0.28620933485465416,-2.3025850929940455
323,15,0.1,0.2697304676523159,-2.3025850929940455
324,15,0.1,0.2610514167579611,-2.3025850929940455
325,15,0.1,0.26596615402885393,-2.3025850929940455
326,15,0.1,0.29038534353379486,-2.3025850929940455
327,15,0.1,0.2985982553841858,-2.3025850929940455
328,15,0.1,0.279441785264365,-2.3025850929940455
329,15,0.1,0.25495343009989513,-2.3025850929940455
330,16,0.1,0.21390541316851366,-2.3025850929940455
331,16,0.1,0.30181686285459375,-2.3025850929940455
332,16,0.1,0.24558862380561042,-2.3025850929940455
333,16,0.1,0.2049811315865668,-2.3025850929940455
334,16,0.1,0.19626585665001547,-2.3025850929940455
335,16,0.1,0.29781781196944757,-2.3025850929940455
336,16,0.1,0.24720374287071797,-2.3025850929940455
337,16,0.1,0.2663057902282656,-2.3025850929940455
338,16,0.1,0.23672335860552793,-2.3025850929940455
339,16,0.1,0.31707825562642533,-2.3025850929940455
340,16,0.1,0.25136755411919304,-2.3025850929940455
341,16,0.1,0.2573288052396175,-2.3025850929940455
342,16,0.1,0.22621845975838328,-2.3025850929940455
343,16,0.1,0.2368824422154408,-2.3025850929940455
344,16,0.1,0.2643287577194814,-2.3025850929940455
345,16,0.1,0.24445209996321504,-2.3025850929940455
346,16,0.1,0.26504917556128327,-2.3025850929940455
347,16,0.1,0.2585333317555115,-2.3025850929940455
348,16,0.1,0.28184404851005984,-2.3025850929940455
349,16,0.1,0.2700566776997539,-2.3025850929940455
350,16,0.1,0.2449992244732509,-2.3025850929940455
351,16,0.1,0.2569762129979218,-2.3025850929940455
352,17,0.1,0.19948730664698436,-2.3025850929940455
353,17,0.1,0.2520772630961308,-2.3025850929940455
354,17,0.1,0.22360173995502133,-2.3025850929940455
355,17,0.1,0.19286669457134217,-2.3025850929940455
356,17,0.1,0.18760312382377092,-2.3025850929940455
357,17,0.1,0.25201345013757825,-2.3025850929940455
358,17,0.1,0.23047583646037206,-2.3025850929940455
359,17,0.1,0.24780097042829774,-2.3025850929940455
360,17,0.1,0.20065640791446226,-2.3025850929940455
361,17,0.1,0.29073258679945796,-2.3025850929940455
362,17,0.1,0.22579861244799515,-2.3025850929940455
363,17,0.1,0.2405151375487382,-2.3025850929940455
364,17,0.1,0.2144764025366033,-2.3025850929940455
365,17,0.1,0.2324793449385399,-2.3025850929940455
366,17,0.1,0.2221879307955971,-2.3025850929940455
367,17,0.1,0.2287213173199209,-2.3025850929940455
368,17,0.1,0.22010598671773138,-2.3025850929940455
369,17,0.1,0.2377976570214198,-2.3025850929940455
370,17,0.1,0.27564413248235986,-2.3025850929940455
371,17,0.1,0.22293700958886295,-2.3025850929940455
372,17,0.1,0.2389625605223718,-2.3025850929940455
373,17,0.1,0.20711389649619358,-2.3025850929940455
374,18,0.1,0.18517719883632,-2.3025850929940455
375,18,0.1,0.23096432655831245,-2.3025850929940455
376,18,0.1,0.1916608440797021,-2.3025850929940455
377,18,0.1,0.19175230764779633,-2.3025850929940455
378,18,0.1,0.17096323335283106,-2.3025850929940455
379,18,0.1,0.23410858591070333,-2.3025850929940455
380,18,0.1,0.20928750858935474,-2.3025850929940455
381,18,0.1,0.22185959487957815,-2.3025850929940455
382,18,0.1,0.20153814003837794,-2.3025850929940455
383,18,0.1,0.20760149142779652,-2.3025850929940455
384,18,0.1,0.20096509046881708,-2.3025850929940455
385,18,0.1,0.209738776186193,-2.3025850929940455
386,18,0.1,0.18155097300110318,-2.3025850929940455
387,18,0.1,0.19377420406374452,-2.3025850929940455
388,18,0.1,0.20875847096198089,-2.3025850929940455
389,18,0.1,0.21427847520501409,-2.3025850929940455
390,18,0.1,0.20222453198010973,-2.3025850929940455
391,18,0.1,0.2223061616878145,-2.3025850929940455
392,18,0.1,0.23570338824861967,-2.3025850929940455
393,18,0.1,0.20124764538270454,-2.3025850929940455
394,18,0.1,0.22664936796081103,-2.3025850929940455
395,18,0.1,0.18954221485779174,-2.3025850929940455
396,19,0.1,0.15621824947976498,-2.3025850929940455
397,19,0.1,0.16561738437855528,-2.3025850929940455
398,19,0.1,0.16378138132568884,-2.3025850929940455
399,19,0.1,0.16438856550584058,-2.3025850929940455
400,19,0.1,0.17335150955304188,-2.3025850929940455
401,19,0.1,0.16436399233946586,-2.3025850929940455
402,19,0.1,0.17933998497209347,-2.3025850929940455
403,19,0.1,0.21140974462730328,-2.3025850929940455
404,19,0.1,0.1764240370383728,-2.3025850929940455
405,19,0.1,0.19314503725086507,-2.3025850929940455
406,19,0.1,0.15828009024663975,-2.3025850929940455
407,19,0.1,0.1734342865107789,-2.3025850929940455
408,19,0.1,0.11748882663425109,-2.3025850929940455
409,19,0.1,0.16782846837526474,-2.3025850929940455
410,19,0.1,0.1487762235370788,-2.3025850929940455
411,19,0.1,0.16890253240144537,-2.3025850929940455
412,19,0.1,0.19330469531550487,-2.3025850929940455
413,19,0.1,0.20333089821914474,-2.3025850929940455
414,19,0.1,0.19087902289110492,-2.3025850929940455
415,19,0.1,0.17083451126438645,-2.3025850929940455
416,19,0.1,0.19754161520937014,-2.3025850929940455
417,19,0.1,0.1986537790713262,-2.3025850929940455
418,1,0.5,0.9385115463481711,-0.6931471805599453
419,1,0.5,1.9765548302110385,-0.6931471805599453
420,1,0.5,1.4055708017017496,-0.6931471805599453
421,1,0.5,1.5967331979004087,-0.6931471805599453
422,1,0.5,0.8437877073963179,-0.6931471805599453
423,1,0.5,0.7957898768276404,-0.6931471805599453
424,1,0.5,1.4910571362276148,-0.6931471805599453
425,1,0.5,1.2769976891482109,-0.6931471805599453
426,1,0.5,1.4787251322532442,-0.6931471805599453
427,1,0.5,0.8496557243463854,-0.6931471805599453
428,1,0.5,1.47028467803819,-0.6931471805599453
429,1,0.5,2.1395364508391754,-0.6931471805599453
430,1,0.5,1.0477777414846063,-0.6931471805599453
431,1,0.5,2.1807820665201865,-0.6931471805599453
432,1,0.5,2.090585689394895,-0.6931471805599453
433,1,0.5,1.990278084261232,-0.6931471805599453
434,1,0.5,1.8062555275602912,-0.6931471805599453
435,1,0.5,0.5236374545732353,-0.6931471805599453
436,1,0.5,1.0903097932469177,-0.6931471805599453
437,1,0.5,1.2433257039967536,-0.6931471805599453
438,1,0.5,1.2161774473826839,-0.6931471805599453
439,1,0.5,1.059206936732206,-0.6931471805599453
440,2,0.5,0.8487018705606687,-0.6931471805599453
441,2,0.5,1.082277883772913,-0.6931471805599453
442,2,0.5,1.1057433003580366,-0.6931471805599453
443,2,0.5,0.7679167978622868,-0.6931471805599453
444,2,0.5,0.5843692087290852,-0.6931471805599453
445,2,0.5,0.6868173225845629,-0.6931471805599453
446,2,0.5,1.3413269702085298,-0.6931471805599453
447,2,0.5,1.0913423300662133,-0.6931471805599453
448,2,0.5,1.2181780639480289,-0.6931471805599453
449,2,0.5,0.6808617135947532,-0.6931471805599453
450,2,0.5,1.0184747484279426,-0.6931471805599453
451,2,0.5,1.5587609603330532,-0.6931471805599453
452,2,0.5,0.9992844770637264,-0.6931471805599453
453,2,0.5,0.9835346005280355,-0.6931471805599453
454,2,0.5,1.0108941621773087,-0.6931471805599453
455,2,0.5,1.2849960860025509,-0.6931471805599453
456,2,0.5,1.2680833814541534,-0.6931471805599453
457,2,0.5,0.4236734591661099,-0.6931471805599453
458,2,0.5,0.8382230802482233,-0.6931471805599453
459,2,0.5,1.1341628472979295,-0.6931471805599453
460,2,0.5,1.1398801491718027,-0.6931471805599453
461,2,0.5,0.8204606468773256,-0.6931471805599453
462,3,0.5,0.8179259361910562,-0.6931471805599453
463,3,0.5,0.7154425397179633,-0.6931471805599453
464,3,0.5,0.994617547596273,-0.6931471805599453
465,3,0.5,0.530020842798852,-0.6931471805599453
466,3,0.5,0.527963942829726,-0.6931471805599453
467,3,0.5,0.6634341259959654,-0.6931471805599453
468,3,0.5,1.303684552859895,-0.6931471805599453
469,3,0.5,1.0714393458471465,-0.6931471805599453
470,3,0.5,1.1547306629430534,-0.6931471805599453
471,3,0.5,0.5753458447297586,-0.6931471805599453
472,3,0.5,0.9393297514768175,-0.6931471805599453
473,3,0.5,1.298946646436924,-0.6931471805599453
474,3,0.5,0.9895645807150312,-0.6931471805599453
475,3,0.5,0.8247773298672054,-0.6931471805599453
476,3,0.5,0.794328695210603,-0.6931471805599453
477,3,0.5,1.2051815707337818,-0.6931471805599453
478,3,0.5,1.1884869340241209,-0.6931471805599453
479,3,0.5,0.3992609694817831,-0.6931471805599453
480,3,0.5,0.810675947800046,-0.6931471805599453
481,3,0.5,1.1042724671016941,-0.6931471805599453
482,3,0.5,1.1116488741150536,-0.6931471805599453
483,3,0.5,0.7849391946884227,-0.6931471805599453
484,4,0.5,0.4005450119915144,-0.6931471805599453
485,4,0.5,0.5450813553283823,-0.6931471805599453
486,4,0.5,0.6503032051953731,-0.6931471805599453
487,4,0.5,0.4769455728528025,-0.6931471805599453
488,4,0.5,0.5283130834580989,-0.6931471805599453
489,4,0.5,0.6621870380550873,-0.6931471805599453
490,4,0.5,0.9363135637844591,-0.6931471805599453
491,4,0.5,0.82684106492311,-0.6931471805599453
492,4,0.5,0.9348509472977592,-0.6931471805599453
493,4,0.5,0.5695435092408213,-0.6931471805599453
494,4,0.5,0.6314553419397266,-0.6931471805599453
495,4,0.5,0.680305409484725,-0.6931471805599453
496,4,0.5,0.9313364315154732,-0.6931471805599453
497,4,0.5,0.8160908105607592,-0.6931471805599453
498,4,0.5,0.7855377718022524,-0.6931471805599453
499,4,0.5,1.0777228244028532,-0.6931471805599453
500,4,0.5,1.0683313016193732,-0.6931471805599453
501,4,0.5,0.39992428563655047,-0.6931471805599453
502,4,0.5,0.7982383420992998,-0.6931471805599453
503,4,0.5,0.8829515420280125,-0.6931471805599453
504,4,0.5,0.839744532539175,-0.6931471805599453
505,4,0.5,0.7570455050302735,-0.6931471805599453
506,5,0.5,0.3933245026492635,-0.6931471805599453
507,5,0.5,0.5422225939801909,-0.6931471805599453
508,5,0.5,0.6034087776266059,-0.6931471805599453
509,5,0.5,0.47313725734365614,-0.6931471805599453
510,5,0.5,0.4595852252202675,-0.6931471805599453
511,5,0.5,0.5826951283731242,-0.6931471805599453
512,5,0.5,0.7259105981764922,-0.6931471805599453
513,5,0.5,0.7091137658557791,-0.6931471805599453
514,5,0.5,0.8578765718658502,-0.6931471805599453
515,5,0.5,0.5654389327367406,-0.6931471805599453
516,5,0.5,0.5747494120884767,-0.6931471805599453
